assessmentId,internalTaxonId,scientificName,code,name,formerlyBred,origin,presence,seasonality
3503904,132944,Montipora nodosa,4.5.13,Gulf of Thailand,,Native,Extant,
3503904,132944,Montipora nodosa,4.5.12,South China Sea,,Native,Extant,
3503904,132944,Montipora nodosa,4.5.11,East China Sea,,Native,Extant,
3503904,132944,Montipora nodosa,4.6.3,Somali Current,,Native,Extant,
3503904,132944,Montipora nodosa,4.5.4,Indonesian Seas,,Native,Extant,
3503904,132944,Montipora nodosa,4.5.7,Sulu-Celebes Sea,,Native,Extant,
3503904,132944,Montipora nodosa,4.6.2,Arabian Sea,,Native,Extant,
3503904,132944,Montipora nodosa,4.4.5,East-Central Australian Shelf,,Native,Extant,
3503904,132944,Montipora nodosa,4.6.1,Bay of Bengal,,Native,Extant,
3503904,132944,Montipora nodosa,4.4.4,North Australian Shelf,,Native,Extant,
3503904,132944,Montipora nodosa,4.4.3,Northeast Australian Shelf,,Native,Extant,
3503904,132944,Montipora nodosa,4.4.2,Northwest Australian Shelf,,Native,Extant,
3503904,132944,Montipora nodosa,4.4.1,West-Central Australian Shelf,,Native,Extant,
3503904,132944,Montipora nodosa,2.2.1,Kuroshio Current,,Native,Extant,
3503904,132944,Montipora nodosa,4.6.4,Agulhas Current,,Native,Extant,
3503904,132944,Montipora nodosa,4.6.5,Red Sea,,Native,Extant,
3578932,133120,Acropora latistella,4.5.13,Gulf of Thailand,,Native,Extant,
3578932,133120,Acropora latistella,4.5.12,South China Sea,,Native,Extant,
3578932,133120,Acropora latistella,4.5.11,East China Sea,,Native,Extant,
3578932,133120,Acropora latistella,4.6.3,Somali Current,,Native,Extant,
3578932,133120,Acropora latistella,4.5.4,Indonesian Seas,,Native,Extant,
3578932,133120,Acropora latistella,4.5.7,Sulu-Celebes Sea,,Native,Extant,
3578932,133120,Acropora latistella,4.6.2,Arabian Sea,,Native,Extant,
3578932,133120,Acropora latistella,4.4.5,East-Central Australian Shelf,,Native,Extant,
3578932,133120,Acropora latistella,4.6.1,Bay of Bengal,,Native,Extant,
3578932,133120,Acropora latistella,4.4.4,North Australian Shelf,,Native,Extant,
3578932,133120,Acropora latistella,4.4.3,Northeast Australian Shelf,,Native,Extant,
3578932,133120,Acropora latistella,4.4.2,Northwest Australian Shelf,,Native,Extant,
3578932,133120,Acropora latistella,4.4.1,West-Central Australian Shelf,,Native,Extant,
3578932,133120,Acropora latistella,2.2.1,Kuroshio Current,,Native,Extant,
3578932,133120,Acropora latistella,4.6.4,Agulhas Current,,Native,Extant,
3578932,133120,Acropora latistella,4.6.5,Red Sea,,Native,Extant,
3625707,133196,Montipora incrassata,4.5.4,Indonesian Seas,,Native,Extant,
3625707,133196,Montipora incrassata,4.5.7,Sulu-Celebes Sea,,Native,Extant,
3625707,133196,Montipora incrassata,4.4.5,East-Central Australian Shelf,,Native,Extant,
3625707,133196,Montipora incrassata,4.6.1,Bay of Bengal,,Native,Extant,
3625707,133196,Montipora incrassata,4.4.4,North Australian Shelf,,Native,Extant,
3625707,133196,Montipora incrassata,4.4.3,Northeast Australian Shelf,,Native,Extant,
3625707,133196,Montipora incrassata,4.4.2,Northwest Australian Shelf,,Native,Extant,
3625707,133196,Montipora incrassata,4.4.1,West-Central Australian Shelf,,Native,Extant,
3625707,133196,Montipora incrassata,2.2.1,Kuroshio Current,,Native,Extant,
3625707,133196,Montipora incrassata,3.2.1,Insular Pacific Hawaiian,,Native,Extant,
3625707,133196,Montipora incrassata,4.5.11,East China Sea,,Native,Extant,
3625707,133196,Montipora incrassata,4.5.12,South China Sea,,Native,Extant,
3625707,133196,Montipora incrassata,4.5.13,Gulf of Thailand,,Native,Extant,
3667540,133278,Leptastrea pruinosa,4.5.13,Gulf of Thailand,,Native,Extant,
3667540,133278,Leptastrea pruinosa,4.5.12,South China Sea,,Native,Extant,
3667540,133278,Leptastrea pruinosa,4.5.11,East China Sea,,Native,Extant,
3667540,133278,Leptastrea pruinosa,4.6.5,Red Sea,,Native,Extant,
3667540,133278,Leptastrea pruinosa,4.6.3,Somali Current,,Native,Extant,
3667540,133278,Leptastrea pruinosa,4.5.4,Indonesian Seas,,Native,Extant,
3667540,133278,Leptastrea pruinosa,4.6.2,Arabian Sea,,Native,Extant,
3667540,133278,Leptastrea pruinosa,4.5.7,Sulu-Celebes Sea,,Native,Extant,
3667540,133278,Leptastrea pruinosa,4.4.5,East-Central Australian Shelf,,Native,Extant,
3667540,133278,Leptastrea pruinosa,4.6.1,Bay of Bengal,,Native,Extant,
3667540,133278,Leptastrea pruinosa,4.4.4,North Australian Shelf,,Native,Extant,
3667540,133278,Leptastrea pruinosa,4.4.3,Northeast Australian Shelf,,Native,Extant,
3667540,133278,Leptastrea pruinosa,4.4.2,Northwest Australian Shelf,,Native,Extant,
3667540,133278,Leptastrea pruinosa,4.4.1,West-Central Australian Shelf,,Native,Extant,
3667540,133278,Leptastrea pruinosa,2.2.1,Kuroshio Current,,Native,Extant,
3667540,133278,Leptastrea pruinosa,3.2.1,Insular Pacific Hawaiian,,Native,Extant,
3667540,133278,Leptastrea pruinosa,4.6.4,Agulhas Current,,Native,Extant,
3743106,133433,Montipora crassituberculata,4.5.13,Gulf of Thailand,,Native,Extant,
3743106,133433,Montipora crassituberculata,4.5.12,South China Sea,,Native,Extant,
3743106,133433,Montipora crassituberculata,2.2.1,Kuroshio Current,,Native,Extant,
3743106,133433,Montipora crassituberculata,4.4.2,Northwest Australian Shelf,,Native,Extant,
3743106,133433,Montipora crassituberculata,4.4.3,Northeast Australian Shelf,,Native,Extant,
3743106,133433,Montipora crassituberculata,4.4.4,North Australian Shelf,,Native,Extant,
3743106,133433,Montipora crassituberculata,4.4.5,East-Central Australian Shelf,,Native,Extant,
3743106,133433,Montipora crassituberculata,4.6.1,Bay of Bengal,,Native,Extant,
3743106,133433,Montipora crassituberculata,4.5.7,Sulu-Celebes Sea,,Native,Extant,
3743106,133433,Montipora crassituberculata,4.5.4,Indonesian Seas,,Native,Extant,
3748279,133443,Montipora australiensis,4.5.4,Indonesian Seas,,Native,Extant,
3748279,133443,Montipora australiensis,4.5.7,Sulu-Celebes Sea,,Native,Extant,
3748279,133443,Montipora australiensis,4.4.5,East-Central Australian Shelf,,Native,Extant,
3748279,133443,Montipora australiensis,4.6.1,Bay of Bengal,,Native,Extant,
3748279,133443,Montipora australiensis,4.4.4,North Australian Shelf,,Native,Extant,
3748279,133443,Montipora australiensis,4.4.3,Northeast Australian Shelf,,Native,Extant,
3748279,133443,Montipora australiensis,4.4.2,Northwest Australian Shelf,,Native,Extant,
3748279,133443,Montipora australiensis,4.4.1,West-Central Australian Shelf,,Native,Extant,
3748279,133443,Montipora australiensis,2.2.1,Kuroshio Current,,Native,Extant,
3748279,133443,Montipora australiensis,4.6.4,Agulhas Current,,Native,Extant,
3748279,133443,Montipora australiensis,4.5.11,East China Sea,,Native,Extant,
3748279,133443,Montipora australiensis,4.5.12,South China Sea,,Native,Extant,
3748279,133443,Montipora australiensis,4.5.13,Gulf of Thailand,,Native,Extant,
3765052,133479,Acropora hyacinthus,4.5.13,Gulf of Thailand,,Native,Extant,
3765052,133479,Acropora hyacinthus,4.5.12,South China Sea,,Native,Extant,
3765052,133479,Acropora hyacinthus,4.4.7,Southwest Australian Shelf,,Native,Extant,
3765052,133479,Acropora hyacinthus,4.5.11,East China Sea,,Native,Extant,
3765052,133479,Acropora hyacinthus,4.6.3,Somali Current,,Native,Extant,
3765052,133479,Acropora hyacinthus,4.5.4,Indonesian Seas,,Native,Extant,
3765052,133479,Acropora hyacinthus,4.6.2,Arabian Sea,,Native,Extant,
3765052,133479,Acropora hyacinthus,4.5.7,Sulu-Celebes Sea,,Native,Extant,
3765052,133479,Acropora hyacinthus,4.4.5,East-Central Australian Shelf,,Native,Extant,
3765052,133479,Acropora hyacinthus,4.6.1,Bay of Bengal,,Native,Extant,
3765052,133479,Acropora hyacinthus,4.4.4,North Australian Shelf,,Native,Extant,
3765052,133479,Acropora hyacinthus,4.4.3,Northeast Australian Shelf,,Native,Extant,
3765052,133479,Acropora hyacinthus,4.4.2,Northwest Australian Shelf,,Native,Extant,
3765052,133479,Acropora hyacinthus,4.4.1,West-Central Australian Shelf,,Native,Extant,
3765052,133479,Acropora hyacinthus,2.2.1,Kuroshio Current,,Native,Extant,
3765052,133479,Acropora hyacinthus,4.6.4,Agulhas Current,,Native,Extant,
3765052,133479,Acropora hyacinthus,4.6.5,Red Sea,,Native,Extant,
3862790,133682,Acropora subulata,4.5.13,Gulf of Thailand,,Native,Extant,
3862790,133682,Acropora subulata,4.5.12,South China Sea,,Native,Extant,
3862790,133682,Acropora subulata,4.5.11,East China Sea,,Native,Extant,
3862790,133682,Acropora subulata,4.6.3,Somali Current,,Native,Extant,
3862790,133682,Acropora subulata,4.5.4,Indonesian Seas,,Native,Extant,
3862790,133682,Acropora subulata,4.5.7,Sulu-Celebes Sea,,Native,Extant,
3862790,133682,Acropora subulata,4.6.2,Arabian Sea,,Native,Extant,
3862790,133682,Acropora subulata,4.4.5,East-Central Australian Shelf,,Native,Extant,
3862790,133682,Acropora subulata,4.6.1,Bay of Bengal,,Native,Extant,
3862790,133682,Acropora subulata,4.4.4,North Australian Shelf,,Native,Extant,
3862790,133682,Acropora subulata,4.4.3,Northeast Australian Shelf,,Native,Extant,
3862790,133682,Acropora subulata,4.4.2,Northwest Australian Shelf,,Native,Extant,
3862790,133682,Acropora subulata,4.4.1,West-Central Australian Shelf,,Native,Extant,
3862790,133682,Acropora subulata,2.2.1,Kuroshio Current,,Native,Extant,
3862790,133682,Acropora subulata,4.6.4,Agulhas Current,,Native,Extant,
3862790,133682,Acropora subulata,4.6.5,Red Sea,,Native,Extant,
54154226,132883,Goniastrea australensis,4.5.11,East China Sea,,Native,Extant,
54154226,132883,Goniastrea australensis,2.2.1,Kuroshio Current,,Native,Extant,
54154226,132883,Goniastrea australensis,4.4.2,Northwest Australian Shelf,,Native,Extant,
54154226,132883,Goniastrea australensis,4.5.4,Indonesian Seas,,Native,Extant,
54154226,132883,Goniastrea australensis,4.6.5,Red Sea,,Native,Extant,
54154226,132883,Goniastrea australensis,4.4.4,North Australian Shelf,,Native,Extant,
54154226,132883,Goniastrea australensis,4.5.12,South China Sea,,Native,Extant,
54154226,132883,Goniastrea australensis,4.5.7,Sulu-Celebes Sea,,Native,Extant,
54154226,132883,Goniastrea australensis,4.6.4,Agulhas Current,,Native,Extant,
54154226,132883,Goniastrea australensis,4.6.1,Bay of Bengal,,Native,Extant,
54154226,132883,Goniastrea australensis,4.4.7,Southwest Australian Shelf,,Native,Extant,
54154226,132883,Goniastrea australensis,4.4.5,East-Central Australian Shelf,,Native,Extant,
54154226,132883,Goniastrea australensis,4.6.2,Arabian Sea,,Native,Extant,
54154226,132883,Goniastrea australensis,4.4.3,Northeast Australian Shelf,,Native,Extant,
54154226,132883,Goniastrea australensis,4.5.13,Gulf of Thailand,,Native,Extant,
54154226,132883,Goniastrea australensis,4.4.1,West-Central Australian Shelf,,Native,Extant,
54154226,132883,Goniastrea australensis,4.6.3,Somali Current,,Native,Extant,
54161679,132922,Montastrea curta,4.4.1,West-Central Australian Shelf,,Native,Extant,
54161679,132922,Montastrea curta,4.5.13,Gulf of Thailand,,Native,Extant,
54161679,132922,Montastrea curta,4.4.2,Northwest Australian Shelf,,Native,Extant,
54161679,132922,Montastrea curta,4.4.4,North Australian Shelf,,Native,Extant,
54161679,132922,Montastrea curta,4.5.11,East China Sea,,Native,Extant,
54161679,132922,Montastrea curta,4.6.1,Bay of Bengal,,Native,Extant,
54161679,132922,Montastrea curta,4.5.4,Indonesian Seas,,Native,Extant,
54161679,132922,Montastrea curta,4.6.3,Somali Current,,Native,Extant,
54161679,132922,Montastrea curta,4.6.5,Red Sea,,Native,Extant,
54161679,132922,Montastrea curta,4.4.3,Northeast Australian Shelf,,Native,Extant,
54161679,132922,Montastrea curta,2.2.1,Kuroshio Current,,Native,Extant,
54161679,132922,Montastrea curta,4.6.2,Arabian Sea,,Native,Extant,
54161679,132922,Montastrea curta,4.6.4,Agulhas Current,,Native,Extant,
54161679,132922,Montastrea curta,4.5.7,Sulu-Celebes Sea,,Native,Extant,
54161679,132922,Montastrea curta,4.5.12,South China Sea,,Native,Extant,
54161679,132922,Montastrea curta,4.4.5,East-Central Australian Shelf,,Native,Extant,
54168256,132969,Acropora listeri,4.4.2,Northwest Australian Shelf,,Native,Extant,
54168256,132969,Acropora listeri,4.5.12,South China Sea,,Native,Extant,
54168256,132969,Acropora listeri,4.5.4,Indonesian Seas,,Native,Extant,
54168256,132969,Acropora listeri,4.5.7,Sulu-Celebes Sea,,Native,Extant,
54168256,132969,Acropora listeri,4.5.11,East China Sea,,Native,Extant,
54168256,132969,Acropora listeri,4.6.2,Arabian Sea,,Native,Extant,
54168256,132969,Acropora listeri,4.4.5,East-Central Australian Shelf,,Native,Extant,
54168256,132969,Acropora listeri,4.6.5,Red Sea,,Native,Extant,
54168256,132969,Acropora listeri,2.2.1,Kuroshio Current,,Native,Extant,
54168256,132969,Acropora listeri,4.4.1,West-Central Australian Shelf,,Native,Extant,
54168256,132969,Acropora listeri,4.6.1,Bay of Bengal,,Native,Extant,
54168256,132969,Acropora listeri,4.5.13,Gulf of Thailand,,Native,Extant,
54168256,132969,Acropora listeri,4.4.4,North Australian Shelf,,Native,Extant,
54168256,132969,Acropora listeri,4.4.3,Northeast Australian Shelf,,Native,Extant,
54174146,132998,Acropora samoensis,4.5.11,East China Sea,,Native,Extant,
54174146,132998,Acropora samoensis,4.6.1,Bay of Bengal,,Native,Extant,
54174146,132998,Acropora samoensis,4.6.4,Agulhas Current,,Native,Extant,
54174146,132998,Acropora samoensis,4.5.7,Sulu-Celebes Sea,,Native,Extant,
54174146,132998,Acropora samoensis,4.4.1,West-Central Australian Shelf,,Native,Extant,
54174146,132998,Acropora samoensis,4.5.4,Indonesian Seas,,Native,Extant,
54174146,132998,Acropora samoensis,2.2.1,Kuroshio Current,,Native,Extant,
54174146,132998,Acropora samoensis,4.4.3,Northeast Australian Shelf,,Native,Extant,
54174146,132998,Acropora samoensis,4.5.13,Gulf of Thailand,,Native,Extant,
54174146,132998,Acropora samoensis,4.6.2,Arabian Sea,,Native,Extant,
54174146,132998,Acropora samoensis,4.4.2,Northwest Australian Shelf,,Native,Extant,
54174146,132998,Acropora samoensis,4.6.5,Red Sea,,Native,Extant,
54174146,132998,Acropora samoensis,4.4.4,North Australian Shelf,,Native,Extant,
54174146,132998,Acropora samoensis,4.5.12,South China Sea,,Native,Extant,
54174146,132998,Acropora samoensis,4.4.5,East-Central Australian Shelf,,Native,Extant,
54174146,132998,Acropora samoensis,4.6.3,Somali Current,,Native,Extant,
54177921,133021,Acropora microphthalma,4.4.4,North Australian Shelf,,Native,Extant,
54177921,133021,Acropora microphthalma,4.6.5,Red Sea,,Native,Extant,
54177921,133021,Acropora microphthalma,2.2.1,Kuroshio Current,,Native,Extant,
54177921,133021,Acropora microphthalma,4.5.13,Gulf of Thailand,,Native,Extant,
54177921,133021,Acropora microphthalma,4.6.2,Arabian Sea,,Native,Extant,
54177921,133021,Acropora microphthalma,4.6.4,Agulhas Current,,Native,Extant,
54177921,133021,Acropora microphthalma,4.4.2,Northwest Australian Shelf,,Native,Extant,
54177921,133021,Acropora microphthalma,4.6.3,Somali Current,,Native,Extant,
54177921,133021,Acropora microphthalma,4.5.4,Indonesian Seas,,Native,Extant,
54177921,133021,Acropora microphthalma,4.4.1,West-Central Australian Shelf,,Native,Extant,
54177921,133021,Acropora microphthalma,4.5.7,Sulu-Celebes Sea,,Native,Extant,
54177921,133021,Acropora microphthalma,4.5.12,South China Sea,,Native,Extant,
54177921,133021,Acropora microphthalma,4.5.11,East China Sea,,Native,Extant,
54177921,133021,Acropora microphthalma,4.4.3,Northeast Australian Shelf,,Native,Extant,
54177921,133021,Acropora microphthalma,4.6.1,Bay of Bengal,,Native,Extant,
54181084,133029,Favia rotumana,4.4.1,West-Central Australian Shelf,,Native,Extant,
54181084,133029,Favia rotumana,4.5.7,Sulu-Celebes Sea,,Native,Extant,
54181084,133029,Favia rotumana,4.6.2,Arabian Sea,,Native,Extant,
54181084,133029,Favia rotumana,4.6.1,Bay of Bengal,,Native,Extant,
54181084,133029,Favia rotumana,4.5.12,South China Sea,,Native,Extant,
54181084,133029,Favia rotumana,2.2.1,Kuroshio Current,,Native,Extant,
54181084,133029,Favia rotumana,4.6.4,Agulhas Current,,Native,Extant,
54181084,133029,Favia rotumana,4.4.5,East-Central Australian Shelf,,Native,Extant,
54181084,133029,Favia rotumana,4.6.5,Red Sea,,Native,Extant,
54181084,133029,Favia rotumana,4.4.4,North Australian Shelf,,Native,Extant,
54181084,133029,Favia rotumana,4.6.3,Somali Current,,Native,Extant,
54181084,133029,Favia rotumana,4.5.11,East China Sea,,Native,Extant,
54181084,133029,Favia rotumana,4.4.2,Northwest Australian Shelf,,Native,Extant,
54181084,133029,Favia rotumana,4.5.13,Gulf of Thailand,,Native,Extant,
54181084,133029,Favia rotumana,4.4.3,Northeast Australian Shelf,,Native,Extant,
54181084,133029,Favia rotumana,4.5.4,Indonesian Seas,,Native,Extant,
54194183,133090,Leptastrea purpurea,4.4.1,West-Central Australian Shelf,,Native,Extant,
54194183,133090,Leptastrea purpurea,4.5.12,South China Sea,,Native,Extant,
54194183,133090,Leptastrea purpurea,2.2.1,Kuroshio Current,,Native,Extant,
54194183,133090,Leptastrea purpurea,4.5.13,Gulf of Thailand,,Native,Extant,
